MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2012-09,1/1/2010 22:15,Y, , ,1,115400,7,STLG BY DECEIT/IDENTITY THEFT REPORT,5712,COTE BRILLIANTE AVE,50, , ,5712,COTE BRILLIANTE,883903.7,1033817
2012-09,1/1/2011 16:47,Y, , ,1,115400,9,STLG BY DECEIT/IDENTITY THEFT REPORT,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
2012-09,1/1/2012 0:01,Y, , ,1,179220,6,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,800,RIVER RUN CT,74, , ,800,RIVER RUN,899207.4,1054332
2012-09,1/1/2012 12:00,Y, , ,1, 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,812,N 2ND ST,35,REDBIRD CARRIERS, ,1200,CLARK,910399.9,1018787
2012-09,1/16/2012 12:00,Y, , ,1, 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",2710,N 25TH ST,60, , ,2710,25TH,903187.1,1026207
2012-09,1/18/2010 21:00, ,Y, ,-1, 67701,7,LARCENY-FROM BUILDING UNDER $500,5057, ,38, ,MULTI-FAMILY DWELLING,5057,WASHINGTON,0,0
2012-09,1/19/2012 7:00,Y, , ,1,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1200,MARKET ST,36,COLLECTOR OF REVENUE,@CITY HALL,1200,MARKET,906055.1,1017127
2012-09,1/28/2010 8:00,Y, , ,1,121000,3,EMBEZZLEMENT-VALUE OVER $150,2727,S 12TH ST,21,MAD ART, ,2727,12TH,902034.6,1007658
2012-09,1/31/2012 2:00,Y, , ,1, 71030,7,AUTO THEFT-PERM RETNT/JOY RIDE,1141,HODIAMONT,48, ,: APT 2C,1141,HODIAMONT,0,0
2012-09,1/6/2005 19:46,Y, , ,1,115400,7,STLG BY DECEIT/IDENTITY THEFT REPORT,5128,PAGE AVE,51, , ,5128,PAGE,0,0
2012-09,1/9/2012 20:12,Y, , ,1,211000,9,DUI-DRVING WHILE INTOXICATED,0,S COMPTON AVE / HENR,31, , , , ,896782.9,1013713
2012-09,10/1/2011 0:01,Y, , ,1, 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2322,RUSSELL BLVD,23, , ,2232,RUSSELL,900085.6,1011482
2012-09,11/1/2011 16:16,Y, , ,1,264100,7,HEALTH-SANITATION VIOL,5629,SAINT LOUIS AVE,50, ,ALIAS 5629 ST LOUIS,5629,SAINT LOUIS,885743.6,1035955
2012-09,11/1/2011 16:39,Y, , ,1,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4132,NEOSHO ST,5, , ,4132,NEOSHO,888183.8,1001185
2012-09,11/15/2011 15:00,Y, , ,1, 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4975,ARSENAL ST,13, , ,4975,ARSENAL,885361.5,1009440
2012-09,11/6/2011 19:00, ,Y, ,-1, 65701,4,LARCENY-MTR VEH PARTS UNDER $500,210,17TH,36, , ,210,17TH,0,0
2012-09,12/13/2003 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4705,MARGARETTA AVE,69, , ,4705,MARGARETTA,893663.6,1034998
2012-09,12/15/2010 20:54,Y, , ,1,265321,1,LEAVING SCENE OF ACCIDENT,3921,PENNSYLVANIA AVE,16, , , , ,895743.1,1001846
2012-09,12/3/2010 9:00,Y, , ,1,111110,9,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,4164,WEST PINE BLVD,38, , ,4164,WEST PINE,892000.5,1021471
2012-09,2/26/2012 12:56,Y, , ,1,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5622,W FLORISSANT AVE,72, , ,5622,FLORISSANT,892956.1,1044271
2012-09,2/27/2012 7:00,Y, , ,1,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1200,MARKET ST,36,COLLECTOR OF REVENUE,@CITY HALL,1200,MARKET,906055.1,1017127
2012-09,2/6/2008 8:00,Y, , ,1,115400,7,STLG BY DECEIT/IDENTITY THEFT REPORT,5032,WABADA AVE,52, , ,5032,WABADA,888760.2,1031986
2012-09,2/9/2012 8:00,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3912,MIAMI ST,15, , ,3912,MIAMI,890991.8,1004701
2012-09,3/1/2012 11:44,Y, , ,1, 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5061,MIAMI ST,14, , ,5061,MIAMI,883655.6,1006000
2012-09,3/11/2012 8:30,Y, , ,1, 69602,7,"LARCENY-ALL OTHER $500 - $24,999",6033,CLEMENS AVE,48, , ,6033,CLEMENS,879034.9,1028355
2012-09,3/15/2012 23:30, ,Y, ,-1, 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1446,CHOUTEAU,33,PEABODY APARTMENTS, ,1446,CHOUTEAU,0,0
