Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
13-044972,2013-09,1/1/2009 8:23,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4121,BLOW ST,4, , ,4121,BLOW,884062.9,994296.8
13-043743,2013-09,1/1/2010 0:01,Y, , ,1, , 21000,8,RAPE -- FORCIBLE,3900,LEXINGTON AVE,56, , ,3900,LEXINGTON,898651.3,1030291
13-048384,2013-09,1/1/2011 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8906,RIVERVIEW BLVD,74, , ,8906,RIVERVIEW,894308.9,1050944
13-039594,2013-09,1/1/2013 18:06, , , ,-1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,6369,SUTHERLAND,8, , ,6369,SUTHERLAND,0,0
13-044380,2013-09,1/1/2013 8:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,4253,UTAH ST,15, , ,4253,UTAH,888633.8,1007082
13-044310,2013-09,1/1/2013 8:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3419,LEOLA AVE,9, ,SINGLE FAMILY RESIDENCE,3419,LEOLA,876689.9,1007778
13-046941,2013-09,1/1/2013 8:21,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3833,LOUIS ST,4, , ,3833,LOUIS,885118.3,991948.1
13-048451,2013-09,1/20/2013 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5134,SOUTHWEST AVE,13,GENTZ AUTOMOTIVE, ,5134,SOUTHWEST,885115,1011420
13-049527,2013-09,10/1/2011 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5083,DURANT,0,0
13-046777,2013-09,10/19/2012 0:01,Y, , ,1, , 44025,8,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,4055,FINNEY AVE,58, , ,4055,FINNEY,894695.7,1025215
12-056174,2013-09,10/29/2012 21:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5126,PENNSYLVANIA,17, , ,5126,PENNSYLVANIA,0,0
12-056388,2013-09,10/31/2012 9:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2321,LOCUST,36, , ,2321,LOCUST,0,0
12-052527,2013-09,10/9/2012 15:30, , , ,-1, ,241100,0,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,701,MARKET,4,PEABODY ENERGY, ,701,MARKET,0,0
13-045327,2013-09,11/19/2008 11:48,Y, , ,1, ,115100,9,FRAUD-STEALING BY DECEIT/OVER $150,3520,PAGE BLVD,77, , ,3520,PAGE,898137.4,1024119
13-047100,2013-09,11/26/2009 0:01,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,3400,LAWN AVE,14, , ,5000,THEKLA,885427.3,1006109
13-046778,2013-09,11/3/2012 0:01,Y, , ,1, , 43025,7,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,5024,GRANBERRY WAY LN,52, , ,5024,GRANBERRY WAY,890253.5,1034058
13-045993,2013-09,11/9/2009 0:01,Y, , ,1, , 21000,8,RAPE -- FORCIBLE,4500,DR MARTIN LUTHER K,54, , ,4500,DR MARTIN LUTHER KING,891741.3,1028509
13-047143,2013-09,12/18/2012 8:46,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5002,ELENORE AVE,5, , ,5002,ELENORE,884461.9,1001385
13-048185,2013-09,12/20/1999 0:01,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1913,SAINT LOUIS AVE,60, , ,1913,SAINT LOUIS,905600.7,1026046
13-048735,2013-09,12/9/2012 11:13,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,3616,FILLMORE ST,3, , ,3616,FILLMORE,889372.4,994764.6
13-041774,2013-09,2/1/2012 0:01,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,4200,SCHILLER PL,5, , ,4200,SCHILLER,886793.1,999125.3
13-044179,2013-09,2/1/2013 15:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5008,WREN AVE,72, , ,5008,WREN,890270.6,1042941
13-047412,2013-09,2/28/2013 8:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4232,NEOSHO ST,5,REAR, ,4232,NEOSHO,887336.5,1001641
13-048459,2013-09,2/8/2013 22:30,Y, , ,1, , 71013,8,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,DR MARTIN LUTHER K,54, , , , ,892146.9,1028466
13-048184,2013-09,3/11/2012 12:03,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4440,VIRGINIA AVE,16, , ,4440,VIRGINIA,893920.6,998600.3
13-049695,2013-09,3/21/2013 14:31,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5320,MICHIGAN AVE,1, , ,5320,MICHIGAN,893701.3,994673.6
13-048159,2013-09,3/23/2013 10:29,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5801,WILSON AVE,12, ,STORAGE UNIT,5801,WILSON,881898.8,1013889
13-048959,2013-09,3/25/2013 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5823,MCARTHUR,0,0
13-044454,2013-09,3/26/2013 14:54,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1200,CLARK AVE,36, ,@HEADQUARTERS,1200,CLARK,905878.5,1016618
13-011133,2013-09,3/8/2013 22:56,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3430,S GRAND BLVD,25,SCHNUCKS,PARKING LOT, , ,893788.8,1005469
13-014921,2013-09,4/1/2013 3:00, , , ,-1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3826,CHIPPEWA,16, , ,3826,CHIPPEWA,0,0
13-049481,2013-09,4/19/2013 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5625,PARK LN,76, , ,5625,PARK,890863.9,1046596
13-048427,2013-09,4/27/2013 16:32,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1200,CLARK AVE,36, ,@HEADQUARTERS,1200,CLARK,905878.5,1016618
13-047361,2013-09,4/29/2013 8:05,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1200,CLARK AVE,36, ,@HEADQUARTERS,1200,CLARK,905878.5,1016618
12-021235,2013-09,5/1/2012 0:30, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1900,MALLINCKRODT,65, , ,1900,MALLINCKRODT,0,0
13-048007,2013-09,5/1/2013 0:01,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3824,MICHIGAN AVE,16, ,REAR,3824,MICHIGAN,895376.1,1002545
13-022277,2013-09,5/11/2013 15:00, , , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",1217,MCLARAN AVE,74, , ,1217,MCLARAN,895686.6,1049569
13-022277,2013-09,5/11/2013 15:00, , , ,-1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1217,MCLARAN AVE,74, , ,1217,MCLARAN,895686.6,1049569
