Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-003833,2015-01,1/1/2001 0:01,Y, , ,1, ,21000,5,RAPE -- FORCIBLE,3000,UNION BLVD,50, , ,3000,UNION,0,0
15-002297,2015-01,1/1/2009 0:09,Y, , ,1, ,21000,5,RAPE -- FORCIBLE,5100,MINERVA AVE,51, , ,5100,MINERVA,0,0
15-003984,2015-01,1/1/2013 0:01,Y, , ,1, ,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,2800,N KINGSHIGHWAY BLVD,52, , ,2800,KINGSHIGHWAY,0,0
15-002377,2015-01,1/1/2014 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,6319,HENNER AVE,70, , ,6319,HENNER,886878.6,1043335
15-000021,2015-01,1/1/2015 0:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2002,E OBEAR AVE,66, , ,2005,OBEAR,903209.7,1033402
15-000107,2015-01,1/1/2015 0:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2216,BENTON ST,60, , ,2216,BENTON,903894,1025242
15-000005,2015-01,1/1/2015 0:01,Y, , ,1, ,151140,6,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,4201,PRAIRIE AVE,67, , ,4201,PRAIRIE,900963.6,1032436
15-000010,2015-01,1/1/2015 0:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1614,CASS AVE,61,PRESERVATION SQUARE,REAR BEDROOM,1614,CASS,905736.6,1022653
15-000067,2015-01,1/1/2015 0:01,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2228,SULLIVAN AVE,60, ,REAR BEDROOM,2228,SULLIVAN,904291.2,1027224
15-000264,2015-01,1/1/2015 0:01,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,2600,WASHINGTON AVE,37, , ,2600,WASHINGTON,901952.4,1020103
15-000020,2015-01,1/1/2015 0:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5250,THEKLA AVE,71, , ,5250,THEKLA,893094.8,1040746
15-003601,2015-01,1/1/2015 0:01,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4311,ARCO AVE,39, , ,4311,ARCO,889622.7,1017626
15-000033,2015-01,1/1/2015 0:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3693,FOREST PARK AVE,37,MIDTOWN,@BAR- THE LIBRARY ANNEX, , ,895276.3,1019879
15-004502,2015-01,1/1/2015 0:01,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,3300,N KINGSHIGHWAY BLVD,55, , ,3300,KINGSHIGHWAY,890845.8,1034214
15-000239,2015-01,1/1/2015 0:01,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5500,MAPLE AVE,48,HYLTON POINT APARTMENTS, ,5500,MAPLE,883336.3,1029184
15-004190,2015-01,1/1/2015 0:01,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3138,OHIO AVE,30, , ,3138,OHIO,898393.3,1006838
15-000103,2015-01,1/1/2015 0:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4614,SAN FRANCISCO AVE,69, , ,4614,SAN FRANCISCO,894142.1,1034151
15-000006,2015-01,1/1/2015 0:05,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3947,THOLOZAN AVE,15, , ,3930,MIAMI,890706.5,1004602
15-000074,2015-01,1/1/2015 0:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2341,PARK AVE,32, , ,2341,PARK,900404.8,1014184
15-000011,2015-01,1/1/2015 0:20,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5244,WASHINGTON PL,38, ,SECOND FLOOR,5244,WASHINGTON,885423.3,1025961
15-000012,2015-01,1/1/2015 0:23,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4056,OLIVE ST,38, ,REAR PARKING LOT,4056,OLIVE,893502.2,1022984
15-000012,2015-01,1/1/2015 0:23,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4056,OLIVE ST,38, ,REAR PARKING LOT,4056,OLIVE,893502.2,1022984
