Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
13-054826,2013-10,1/1/2003 18:32,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3636,S KINGSHIGHWAY BLV,15, , ,3636,KINGSHIGHWAY,885459.8,1004870
13-049856,2013-10,1/1/2010 8:00,Y, , ,1, ,115400,8,STLG BY DECEIT/IDENTITY THEFT REPORT,4122,ASHLAND AVE,56, , ,4122,ASHLAND,897559.3,1030537
13-050036,2013-10,1/1/2012 12:00,Y, , ,1, ,115400,9,STLG BY DECEIT/IDENTITY THEFT REPORT,4440,OLIVE ST,38, , ,4440,OLIVE,890564.6,1024615
13-050763,2013-10,1/1/2012 13:56,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2758,ARMAND PL,24, , ,2758,ARMAND,898287.1,1010622
13-050991,2013-10,1/1/2013 13:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1342,JANUARY AVE,41, , ,1342,JANUARY,882691.8,1016296
13-051288,2013-10,1/1/2013 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3824,ROBERT AVE,4, , ,3824,ROBERT,885524.9,992381.2
13-050355,2013-10,1/1/2013 19:14,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,6607,CHIPPEWA ST,9,PANERA BREAD COMPANY L.L.C.,@BREAD COMPANY- CHIPPEWA,6607,CHIPPEWA,875887.1,1004189
13-052604,2013-10,1/29/2013 0:01,Y, , ,1, ,122000,9,EMBEZZLEMENT-VALUE UNDER $150,4451,FOREST PARK AVE,38, ,PARKVIEW APARTMENTS,4451,FOREST PARK,889537.3,1021388
13-054672,2013-10,1/29/2013 8:26,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3426,IOWA AVE,19, , ,3426,IOWA,897750.3,1004860
13-049672,2013-10,10/1/2013 0:01,Y, , ,1, , 65701,8,LARCENY-MTR VEH PARTS UNDER $500,0,FAIR AVE / W NATUR,56, , , , ,897613.6,1031635
13-049613,2013-10,10/1/2013 0:01,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S 9TH ST / SPRUCE,35, , , , ,907196.8,1016015
13-049671,2013-10,10/1/2013 0:01,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3427,PESTALOZZI ST,25, , ,3427,PESTALOZZI,895013.3,1008980
13-053596,2013-10,10/1/2013 0:01,Y, , ,1, , 92000,2,SIMPLE ASSAULT-HARRASSMENT,5201,SHAW AVE,12,GIOVANNI S ON THE HILL, ,5201,SHAW,885166,1013978
13-049617,2013-10,10/1/2013 0:15,Y, , ,1, , 41013,8,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4429,KENNERLY AVE,57, ,APT 6A,4429,KENNERLY,893715.7,1030363
13-049615,2013-10,10/1/2013 0:15,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,0,TILLES PARK,14, ,@TILLES PARK, , ,880205.6,1007574
13-049612,2013-10,10/1/2013 0:35,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,2142,FARRAR ST,65, , ,2142,FARRAR,904206.9,1029350
13-049614,2013-10,10/1/2013 0:38,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,811,N 9TH ST,35, , ,811,9TH,908092,1019473
13-049680,2013-10,10/1/2013 1:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3208,CHEROKEE ST,30, , ,3208,CHEROKEE,895267.8,1005425
13-049616,2013-10,10/1/2013 1:15,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3109,OSAGE ST,16, ,1ST FL,3109,OSAGE,895347.4,1001588
13-049623,2013-10,10/1/2013 1:20,Y, , ,1, , 31111,7,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1398,CLARA AVE,78, , ,5634,MINERVA,883702.4,1031912
13-049674,2013-10,10/1/2013 10:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2365,S 39TH ST,27, , , , ,892747.2,1010533
13-052121,2013-10,10/1/2013 10:00,Y, , ,1, ,115400,9,STLG BY DECEIT/IDENTITY THEFT REPORT,1125,S COMPTON AVE,31, , ,1125,COMPTON,897145.4,1015850
13-049659,2013-10,10/1/2013 10:01,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4127,N GRAND BLVD,67,NUISANCE ABATEMENT PROPERTY,@SCHNUCKS - GRAND AND KOSSUTH,4127,GRAND,901776.6,1031336
13-049670,2013-10,10/1/2013 10:04,Y, , ,1, ,241100,8,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1400,WHITTIER ST,58, , , , ,894590.6,1026583
13-049667,2013-10,10/1/2013 10:20,Y, , ,1, ,250000,6,LOITERING-BEGGING,5701,RIVERVIEW BLVD,73, , , , ,891783.2,1046531
13-049666,2013-10,10/1/2013 10:42,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2048,E DE SOTO AVE,66, ,NUISANCE ABATEMENT PROPERTY,2048,DE SOTO,902272,1034265
13-049675,2013-10,10/1/2013 11:00,Y, , ,1, , 69603,7,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",725,GOODFELLOW AVE,48,GOODFELLOW/ENRIGHT,SIDEWALK/STREET, , ,0,0
