MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2008-12,01/01/2000 00:01,Y, , ,1,179210,3,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,3000,MIAMI ST,19, , ,3000,MIAMI,896267.2,1004127
2008-12,01/01/2000 07:00,Y, , ,1, 43016,4,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1126,DILLON DR,33, , ,1126,DILLON DR,903974.2,1014117
2008-12,01/01/2000 07:00,Y, , ,1,172310,9,SEX OFFNS-STATUATORY SODOMY/SECOND,4500,CHOUTEAU AVE,39, , ,4500,CHOUTEAU,888522.6,1018409
2008-12,01/01/2003 10:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4453,N NEWSTEAD AVE,69, , ,4453,N NEWSTEAD,897173.9,1036443
2008-12,01/01/2006 10:00,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1907,SIDNEY ST,22, , ,1907,SIDNEY,901512.4,1008664
2008-12,02/01/2000 07:00,Y, , ,1,230000,6,DRUNKENNESS,4633,CARTER AVE,69, , ,4633,CARTER,895279.6,1036790
2008-12,02/01/2008 10:00,Y, , ,1, 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4100,GRAVOIS AVE,16, , ,4100,GRAVOIS,889986.9,1003390
2008-12,03/07/2007 15:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,0,CHAIN OF ROCKS BRG /,75, , ,0,CHAIN OF ROCKS BR,910649.5,1067468
2008-12,03/10/2002 00:01,Y, , ,1,172100,2,SEX OFFNS-SODOMY/FORCIBLE,6300,ARSENAL ST,11, , ,6300,ARSENAL,878507.7,1010270
2008-12,03/23/2006 07:00,Y, , ,1,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,7004,NOTTINGHAM PL,9, , ,7004,NOTTINGHAM,872662.9,1003343
