MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2010-02,01/01/2005 15:00,Y, , ,1,179210,9,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,3100,HICKORY ST,31, , ,3100,HICKORY,897577.1,1015597
2010-02,01/01/2006 00:01,Y, , ,1, 21000,3,RAPE -- FORCIBLE,2800,ARSENAL ST,30, , ,2800,ARSENAL,897537.3,1007452
2010-02,01/01/2008 00:01,Y, , ,1,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,2300,INDIANA AVE,23, ,2ND FLOOR,2300,INDIANA,899971.1,1010327
2010-02,01/01/2008 10:00,Y, , ,1,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3922,LOUISIANA AVE,16, , ,3922,LOUISIANA,894295,1002059
2010-02,01/01/2010 00:01,Y, , ,1, 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4027,OREGON AVE,16, ,VACANT PROPERTY,4027,OREGON,896282.1,1001023
2010-02,01/02/2010 08:00,Y, , ,1, 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3716,SULLIVAN AVE,59, , ,3716,SULLIVAN,899788.4,1028982
2010-02,01/02/2010 15:15,Y, , ,1,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3554,OSCEOLA ST,16, ,NUISANCE PROPERTY,3554,OSCEOLA,892950.6,999491.1
2010-02,01/02/2010 20:34,Y, , ,1,264100,3,HEALTH-SANITATION VIOL,3644,KOSCIUSKO ST,18, , ,3644,KOSCIUSKO,901120.1,1002738
2010-02,01/03/2010 12:00, , ,Y,1, 53330,3,BURGLARY-OTHR NONRES/UNK TIM/ATT FORCIBLE ENTR,3605,HOLT,15, ,GARAGE,3605,HOLT,0,0
2010-02,01/03/2010 12:00, , ,Y,-1,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3605,HOLT,15, ,GARAGE,3605,HOLT,0,0
