MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2012-06,01/01/2007 19:20,Y, , ,1,115200,9,FRAUD-STEALING BY DECEIT/UNDER $150,4363,MCPHERSON AVE,38, , ,4363,MCPHERSON,891174.8,1023665
2012-06,01/01/2010 00:01,Y, , ,1,115400,9,STLG BY DECEIT/IDENTITY THEFT REPORT,3101,LAFAYETTE AVE,31, , ,3101,LAFAYETTE,897186.8,1013231
2012-06,01/01/2011 07:00,Y, , ,1, 91124,3,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",2821,WYOMING ST,30, , ,2821,WYOMING,897357.4,1006625
2012-06,01/01/2011 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4939,MARGARETTA AVE,69, , ,4939,MARGARETTA,892030.6,1035973
2012-06,01/01/2012 10:17,Y, , ,1,175100,3,SEX OFFNS-SX MISCONDUCT/SUS<17&VIC 14-15/NO FO,3700,MINNESOTA AVE,19, , ,3700,MINNESOTA,895821.8,1003483
2012-06,01/01/2012 13:00,Y, , ,1, 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4142,WILMINGTON AVE,5, , ,4142,WILMINGTON,886125.9,997549.9
2012-06,01/01/2012 17:37,Y, , ,1,266210,4,PUBLIC ORDER-DECEPTIVE BUSINESS PRACTICES,501,N BROADWAY,35,GATEWAY EDI, ,501,BROADWAY,909060.6,1018285
2012-06,01/10/2012 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4581,CARTER AVE,69, , ,4581,CARTER,895648.1,1036605
2012-06,01/10/2012 14:20,Y, , ,1,265321,8,LEAVING SCENE OF ACCIDENT,1500,N KINGSHIGHWAY BLVD,55, ,INTERSECTION OF NORTH KINGSHIGHWAY A,1500,NORTH KINGSHIGHWAY,888327.1,1030365
2012-06,01/10/2012 14:20,Y, , ,1,265321,8,LEAVING SCENE OF ACCIDENT,4535,DR MARTIN LUTHER KIN,56, ,DR. KING AND DEER,4535,DR MARTIN LUTHER KIN,891626.7,1028770
2012-06,01/12/2012 08:00,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2311,RUSSELL AVE,23, , ,2311,RUSSELL,900134.6,1011444
2012-06,01/17/2011 08:00,Y, , ,1,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4000,IOWA AVE,16, , ,4000,IOWA,897153.6,1001157
2012-06,01/20/2012 13:07,Y, , ,1,111110,2,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,6756,CHIPPEWA ST,8,CHIPPEWA EYE CARE, ,6756,CHIPPEWA,874910.8,1003329
2012-06,01/21/2012 14:00,Y, , ,1, 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3862,WYOMING ST,15, , ,3862,WYOMING,891957.1,1007219
2012-06,01/31/2009 09:00,Y, , ,1,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,4014,NORTH UNION,0, , ,4014,NORTH UNION,0,0
2012-06,01/31/2012 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8739,ORIOLE AVE,74, , ,8739,ORIOLE,894681.4,1049947
2012-06,02/01/2012 00:01,Y, , ,1, 92000,8,SIMPLE ASSAULT-HARRASSMENT,3122,N TAYLOR AVE,56, , ,3122,TAYLOR,894057.1,1032072
2012-06,02/01/2012 00:01, , ,Y,1,179210,0,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE, , ,0, , ,3200,SCHOOL,0,0
2012-06,02/01/2012 00:21,Y, , ,1, 95100,2,"STALKING (HARASSMENT ONLY, NO THREAT)",2141,CLIFTON AVE,10, , ,1200,CLARK,878822.4,1013695
2012-06,02/01/2012 09:09,Y, , ,1, 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3229,OREGON AVE,30, , ,4629,ALASKA,897113.3,1006249
2012-06,02/01/2012 15:00,Y, , ,1,263120,7,OBSTRUCT GOVRN OP-FALSE REPORT,5411,CABANNE,49, , ,5411,CABANNE,0,0
2012-06,02/07/2012 13:54,Y, , ,1,264100,7,HEALTH-SANITATION VIOL,5629,SAINT LOUIS AVE,50, ,ALIAS 5629 ST LOUIS AVE,5629,SAINT LOUIS,885743.6,1035955
2012-06,02/11/2005 10:07,Y, , ,1,266510,7,PUBLIC ORDER-TRESPASSING,6015,W CABANNE PL,48, , , , ,879298.6,1029071
2012-06,02/13/2012 12:23,Y, , ,1,101000,2,FORGERY,5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
2012-06,02/15/2012 00:01,Y, , ,1, 67601,9,"LARCENY-FROM BUILDING $500 - $24,999",4644,MARYLAND AVE,38, , ,4644,MARYLAND,888521.2,1023504
2012-06,02/20/2012 09:00,Y, , ,1,117000,6,FAILURE TO RETURN BORROWED/RENTED VEHICL,1545,SELLS AVE,73, , ,1545,SELLS,893516.2,1049626
2012-06,02/23/2009 12:00,Y, , ,1,121000,9,EMBEZZLEMENT-VALUE OVER $150,3500,LINDELL BLVD,37, , ,3500,LINDELL,897046.6,1020745
2012-06,02/24/2010 20:10,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,5029,BEACON AVE,72, , ,5029,BEACON,891151.6,1042017
2012-06,03/01/2012 00:01,Y, , ,1, 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,8937,EDNA ST,74, , ,8937,EDNA,895352.5,1051186
2012-06,03/01/2012 00:01,Y, , ,1, 44021,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 1ST DEGRE",1831,N 20TH ST,60, , ,1831,20TH,904603.6,1024645
2012-06,03/01/2012 00:01,Y, , ,1, 44021,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 1ST DEGRE",1831,N 20TH ST,60, , ,1831,20TH,904603.6,1024645
2012-06,03/01/2012 06:00,Y, , ,1, 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5807,AMELIA AVE,72, , ,5807,AMELIA,888795.9,1042738
2012-06,03/05/2012 12:00,Y, , ,1,112010,6,FRAUD-CREDIT DEVICE/OVER $150,8716,RIVERVIEW BLVD,74, , ,8716,RIVERVIEW,894160.1,1049894
2012-06,03/07/2012 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4727,WREN AVE,72, , ,4727,WREN,888895.1,1042067
2012-06,03/08/2012 12:00,Y, , ,1,111110,0,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,3901,N KINGSHIGHWAY BLVD,0, , ,3901,KINGSHIGHWAY,0,0
2012-06,03/13/2012 14:21,Y, , ,1,111120,9,FRAUD-BAD CHECK/INSUF FUNDS/UNDER $150,2630,DR MARTIN LUTHER KIN,59, ,ALIAS 2630 MARTIN LUTHER KING,2630,DR MARTIN LUTHER KIN,901899.6,1021207
2012-06,03/15/2012 09:00,Y, , ,1, 69602,9,"LARCENY-ALL OTHER $500 - $24,999",4375,MARYLAND AVE,38, ,VACANT RESIDENTIAL PROPERTY,4375,MARYLAND,890871.5,1023193
2012-06,03/19/2012 12:00,Y, , ,1, 51322,7,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5911,HIGHLAND AVE,50, , ,5911,HIGHLAND,882923.3,1035734
2012-06,03/21/2012 18:30,Y, , ,1,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7033,PERNOD AVE,9, , ,7033,PERNOD,873723.2,1007013
2012-06,03/23/2012 17:30,Y, , ,1, 43012,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4257,S BROADWAY,17, , ,4257,BROADWAY,896851.8,999303.6
2012-06,03/27/2008 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,6160,LUCILLE AVE,76, , ,6160,LUCILLE,888927.8,1045982
2012-06,03/27/2012 18:19,Y, , ,1, 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2930,MISSOURI AVE,22, ,TWO FAMILY FLAT,2930,MISSOURI,899766.4,1007221
2012-06,03/28/2012 15:30,Y, , ,1, 69702,2,LARCENY-ALL OTHER UNDER $500,1,GOVERNMENT DR,82,FOREST PARK ZOO, ,1,GOVERNMENT,880639.5,1020186
2012-06,03/29/2012 11:00,Y, , ,1, 21000,3,RAPE -- FORCIBLE,3200,PENNSYLVANIA AVE,30, , ,3200,PENNSYLVANIA,896453.3,1006323
2012-06,03/30/2012 18:00, , ,Y,1, 10000,6,HOMICIDE,3930,N KINGSHIGHWAY BLVD,69, ,@CAROUSEL HOTEL,3930,KINGSHIGHWAY,891566.9,1035732
2012-06,03/31/2012 20:15,Y, , ,1,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6500,SMILEY AVE,9, , ,1227,WASHINGTON,877560.2,1009802
2012-06,04/01/2012 06:15,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1407,N 14TH ST,61,OFALLON PLACE APTS, ,1407,14TH,906523.9,1021998
2012-06,04/07/2012 16:27,Y, , ,1,111120,7,FRAUD-BAD CHECK/INSUF FUNDS/UNDER $150,5860,DELMAR BLVD,46, , ,5860,DELMAR,880415,1027086
2012-06,04/09/2012 15:05,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1710,PRESERVATION PL,61,OFALLON PLACE APTS, ,1710,PRESERVATION,906189.8,1022184
2012-06,04/10/2012 19:30,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1604,PRESERVATION PL,61,OFALLON PLACE APTS, ,1604,PRESERVATION,906177.5,1022188
2012-06,04/11/2012 17:00,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1451,PEABODY CT,33,PEABODY APTS, ,1451,PEABODY,904123.8,1013787
2012-06,04/11/2012 18:00,Y, , ,1, 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5700,GOODFELLOW BLVD,76, , ,5700,GOODFELLOW,889676.3,1047641
2012-06,04/12/2012 12:00,Y, , ,1,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,6318,W FLORISSANT AVE,76, ,MONEY CO USA,5841,CABANNE,889919,1048658
2012-06,04/13/2012 04:00,Y, , ,1, 67701,3,LARCENY-FROM BUILDING UNDER $500,3122,NEBRASKA AVE,30, ,1ST FLR,3122,NEBRASKA,897162.4,1007449
2012-06,04/14/2012 15:00,Y, , ,1, 67701,6,LARCENY-FROM BUILDING UNDER $500,4247,HARRIS AVE,68, , ,4247,HARRIS,898392,1034374
2012-06,04/15/2012 12:00,Y, , ,1,142320,9,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4466,WEST PINE BLVD,38, , ,4466,WEST PINE,889566.1,1022107
2012-06,04/15/2012 17:55,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1110,LONG ST,61,MURPHY PARK APTS, ,1110,LONG,904887.3,1021519
2012-06,04/15/2012 23:45, , ,Y,1, 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2210,MENARD,21, , ,2210,MENARD,0,0
2012-06,04/15/2012 23:45, , ,Y,-1, 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2210,MENARD,21, , ,2210,MENARD,0,0
2012-06,04/16/2012 23:00,Y, , ,1, 21000,5,RAPE -- FORCIBLE,200,E GRAND AVE,64, , , , ,905031.7,1034297
2012-06,04/17/2012 10:00,Y, , ,1,112010,3,FRAUD-CREDIT DEVICE/OVER $150,3354,IOWA AVE,19, , ,3157,SUBLETTE,897792.5,1005220
2012-06,04/17/2012 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,1008,WALL ST,74, , ,1008,WALL,896306.3,1050917
2012-06,04/17/2012 13:17,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1539,CASTLE LN,33,PEABODY APTS., ,1539,CASTLE,903959.6,1014577
2012-06,04/18/2012 08:00,Y, , ,1, 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3946,CLEVELAND AVE,27, , ,3946,CLEVELAND,892287.6,1011378
2012-06,04/18/2012 14:46,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1220,DILLON DR,33,PEABODY APTS, ,1220,DILLON,903907.8,1013841
2012-06,04/19/2012 17:30, ,Y, ,-1, 71013,9,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2811,DAYTON,59, , ,2811,DAYTON,0,0
2012-06,04/20/2012 07:00,Y, , ,1,101000,4,FORGERY,1513,N 13TH ST,0,CROWN MART, ,1513,13TH,0,0
2012-06,04/20/2012 08:00,Y, , ,1,101000,8,FORGERY,1408,N KINGSHIGHWAY BLVD,53, , ,1408,KINGSHIGHWAY,888420.4,1030180
2012-06,04/20/2012 11:13,Y, , ,1, 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4960,PARKER AVE,14, , ,4960,PARKER,884997.6,1006952
2012-06,04/20/2012 11:25,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,111,N 15TH ST,36,CITY VIEW APTS, ,111,N. 15TH,905329.7,1018161
2012-06,04/20/2012 14:12,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1412,PEABODY CT,33,PEABODY APTS, ,1412,PEABODY,904374,1013724
2012-06,04/20/2012 19:45,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1319,N 14TH ST,61,OFALLON PLACE APTS, ,1319,14TH,906561.6,1022276
2012-06,04/21/2012 18:20,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1450,MORRISON LN,33,PEABODY APTS, ,1450,MORRISON,904087.9,1013631
2012-06,04/21/2012 22:52,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1724,CASS AVE,61,OFALLON PLACE APTS, ,1724,CASS,905736.6,1022653
2012-06,04/22/2012 12:00,Y, , ,1,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8435,EDNA ST,74, , ,8435,EDNA,895436.9,1049222
