MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2009-12,01/01/2002 00:01,Y, , ,1, 42026,7,ASSLT-AGGRV-KNIFE/CUT-3RD-CHILD-DOMESTIC,5736,SAINT LOUIS AVE,50, ,ALIAS 5736 ST LOUIS,5736,SAINT LOUIS,885073.6,1036279
2009-12,01/01/2008 08:48,Y, , ,1,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,5601,ARTHUR AVE,14, , ,5601,ARTHUR,881740.1,1007558
2009-12,01/01/2009 08:00,Y, , ,1, 67601,9,"LARCENY-FROM BUILDING $500 - $24,999",200,S VANDEVENTER AVE,37,ST LOUIS FIRE RESCUE SQUAD 2, ,200,VANDEVENTER,893896.5,1019939
2009-12,01/27/2002 00:01,Y, , ,1, 21000,1,RAPE -- FORCIBLE,3800,MERAMEC ST,16, , ,3800,MERAMEC,892312.6,1001215
2009-12,02/11/2009 08:04,Y, , ,1,266510,6,PUBLIC ORDER-TRESPASSING,5758,VIVIAN AVE,73, , ,5758,VIVIAN,891948.4,1047140
2009-12,02/19/2009 23:00,Y, , ,1, 91124,4,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",205,N 9TH ST,35,MARK TWAIN HOTEL,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
2009-12,03/01/2008 11:50,Y, , ,1,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,2130,CLEVELAND PL,13, ,APT #2N,2130,CLEVELAND,887768.6,1012363
2009-12,03/01/2008 14:11,Y, , ,1,121000,6,EMBEZZLEMENT-VALUE OVER $150,3,UNION 70 CENTER DR,70, ,PALMER LEASING,3,UNION 70 CENTER,888547.8,1038321
2009-12,03/01/2009 01:00,Y, , ,1, 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,ALFRED AVE / SHAW BL,13, , , , ,888971.1,1013583
2009-12,03/06/2009 10:43, ,Y, ,-1,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,7469,MANCHESTER AVE,0, ,AUTO PLAZA CREDIT ACCEPTANCE,4455,WEST BELLE,871455.6,1011830
2009-12,03/06/2009 10:43,Y, , ,1,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,7469,MANCHESTER AVE,0, ,AUTO PLAZA CREDIT ACCEPTANCE,4455,WEST BELLE,871455.6,1011830
2009-12,03/19/2009 14:00, ,Y, ,-1, 67701,9,LARCENY-FROM BUILDING UNDER $500,3511,LACLEDE,37, , ,3511,LACLEDE,0,0
2009-12,04/21/2009 10:30,Y, , ,1,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,301,N TUCKER BLVD,36,US BANK, ,301,TUCKER,906554.1,1018453
2009-12,05/01/2009 00:01,Y, , ,1,171200,2,SEX OFFNS-STATUATORY RAPE/FIRST,5400,CHIPPEWA ST,7, , ,5400,CHIPPEWA,881743.5,1004521
2009-12,05/01/2009 09:58,Y, , ,1, 67701,5,LARCENY-FROM BUILDING UNDER $500,4132,E GREEN LEA PL,68, , ,4132,GREEN LEA,899337.3,1033714
2009-12,05/08/2009 21:00,Y, , ,1, 41013,9,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2728,JAMES COOL PAPA BELL,59, ,:1ST,2713,DAYTON,0,0
2009-12,05/21/2009 01:45, , ,Y,1,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2615,VICTOR,24, , ,2615,VICTOR,0,0
2009-12,05/21/2009 01:45, , ,Y,-1, 44015,3,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,2615,VICTOR,24, , ,2615,VICTOR,0,0
