Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-042742,2014-09,01/01/2001 12:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,1400,MONTROSE AVE,5, , ,5300,GILSON,0,0
14-042972,2014-09,01/01/2013 10:35,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5800,SELBER CT,50, , ,5800,SELBER,0,0
14-043137,2014-09,01/01/2014 00:01,Y, , ,1, ,171300,6,SEX OFFNS-STATUATORY RAPE/SECOND,1000,TILLIE AVE,74, , ,1000,TILLIE,0,0
14-043550,2014-09,01/01/2014 00:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4900,KOSSUTH AVE,69, , ,200,CAHOKIA,0,0
14-040374,2014-09,01/01/2014 08:00,Y, , ,1, ,115200,3,FRAUD-STEALING BY DECEIT/UNDER $150,3521,OHIO AVE,19, , ,3521,OHIO,897792.8,1004224
14-040373,2014-09,01/03/2014 13:28,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3600,POTOMAC ST,25, , ,3600,GRAVOIS,893567.4,1005225
14-044042,2014-09,01/18/2013 09:54,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,0,DR MARTIN LUTHER KING DR / N T,54, ,@NORTH PATROL DIVISION,4014,UNION,892146.9,1028466
14-040157,2014-09,01/31/2014 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5062,DAVISON,0,0
14-041611,2014-09,01/31/2014 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,5923,SUMMIT,0,0
14-041435,2014-09,01/31/2014 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,4659,LEE,0,0
14-041415,2014-09,01/31/2014 12:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,9999,UNKNOWN,0, , ,4540,ALCOTT,0,0
14-040614,2014-09,02/09/2014 12:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3912,SHAW AVE,27, ,3912 AND 3914 SHAW,3912,SHAW,892837.5,1013024
14-006384,2014-09,02/09/2014 22:30, , , ,-1, ,263120,3,OBSTRUCT GOVRN OP-FALSE REPORT,3620,KOSCIUSKO,18, , ,3620,KOSCIUSKO,0,0
14-006384,2014-09,02/09/2014 22:30, , , ,1, ,263120,3,OBSTRUCT GOVRN OP-FALSE REPORT,3620,KOSCIUSKO,18, , ,3620,KOSCIUSKO,0,0
14-006384,2014-09,02/09/2014 22:30, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3620,KOSCIUSKO,18, , ,3620,KOSCIUSKO,0,0
14-041384,2014-09,02/14/2014 15:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",3874,FAIRVIEW AVE,15, ,@ REAR,3874,FAIRVIEW,891647.9,1005687
14-044345,2014-09,02/28/2014 00:01,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,915,OLIVE ST,35, ,@SWB SYNDICATE TRUST BLDG,915,OLIVE,907586.3,1018176
14-009672,2014-09,03/08/2014 12:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1531,BACON,59, , ,1531,BACON,0,0
