Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-020440,2014-05,01/01/2000 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1500,COCHRAN PL,61, , ,1500,COCHRAN,0,0
14-021246,2014-05,01/01/2006 00:01,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,6400,POTOMAC ST,9, , ,6400,POTOMAC,0,0
14-019562,2014-05,01/01/2009 20:14,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5069,WELLS AVE,51, , ,5069,WELLS,887614.4,1030433
14-019651,2014-05,01/01/2010 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1900,HEBERT ST,63, , ,1900,HEBERT,0,0
14-021760,2014-05,01/01/2010 13:21,Y, , ,1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,2300,VIRGINIA AVE,25, , ,2300,VIRGINIA,0,0
14-020737,2014-05,01/01/2013 00:01,Y, , ,1, ,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,3300,BELT AVE,50, , ,4700,NEWPORT,0,0
14-018830,2014-05,01/01/2014 00:01,Y, , ,1, , 43026,3,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,2622,MINNESOTA AVE,25, , ,2622,MINNESOTA,896846.6,1009690
14-017511,2014-05,01/01/2014 00:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4000,PALM,56, , ,4000,PALM,0,0
14-019735,2014-05,01/01/2014 00:01,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4163,WEST PINE BLVD,38, , ,4163,WEST PINE,892097.1,1021749
14-020738,2014-05,01/01/2014 00:01,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,26,COLUMBUS SQUARE DR,62, , ,26,COLUMBUS SQUARE,908170.5,1020719
14-020678,2014-05,01/01/2014 00:01,Y, , ,1, ,171200,0,SEX OFFNS-STATUATORY RAPE/FIRST,0,UNKNOWN,0, , ,1200,CLARK,0,0
14-022844,2014-05,01/01/2014 00:01,Y, , ,1, ,179210,1,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,4600,NEWPORT AVE,5, , ,4600,NEWPORT,0,0
14-022859,2014-05,01/01/2014 00:01,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1405,SWITZER AVE,74, , , , ,894408,1048802
14-018830,2014-05,01/01/2014 00:01,Y, , ,1, , 91124,3,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",2622,MINNESOTA AVE,25, , ,2622,MINNESOTA,896846.6,1009690
