Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
13-063198,2015-04,12/21/2013 22:13, , , ,-1, , 42014,5,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,5323,NORTHLAND,50, , ,5323,NORTHLAND,0,0
13-063198,2015-04,12/21/2013 22:13, , , ,1, , 10000,5,HOMICIDE,5323,NORTHLAND,50, , ,5323,NORTHLAND,0,0
14-030859,2015-04,07/09/2014 10:30, , , ,-1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5654,DELMAR,47, , ,5654,DELMAR,0,0
14-058525,2015-04,12/15/2014 18:00, , , ,-1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,3200,JEFFERSON,22,UPSTAIRS BEDROOM, ,3800,JEFFERSON,0,0
14-060679,2015-04,12/03/2014 00:01,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
15-002514,2015-04,01/17/2015 03:01,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 EASTBOUND / N KINGSHIGHWA,84, , , , ,892747.9,1038788
15-002684,2015-04,01/17/2015 23:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3205,DAKOTA,16, , ,3205,DAKOTA,0,0
15-003529,2015-04,01/22/2015 13:55,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,5215,LOUISIANA AVE,1, , , , ,891575.2,996547.9
15-004062,2015-04,01/25/2015 19:30, , , ,1, , 43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1012,13TH,33, , ,1012,13TH,0,0
15-004062,2015-04,01/25/2015 19:30, , , ,-1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1012,13TH,33, , ,1012,13TH,0,0
15-006701,2015-04,02/09/2015 06:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3869,ROBERT AVE,4, , ,3869,ROBERT,885369.6,992568.5
15-007009,2015-04,01/01/2014 00:01, , , ,1, ,179200,1,SEX OFFNS-CHILD MOLESTATION,1100,BATES,1, ,GARAGE,1100,BATES,0,0
15-007611,2015-04,02/17/2015 08:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3989,MERAMEC,16, ,CAR WARM UP,3989,MERAMEC,0,0
15-007982,2015-04,02/19/2015 13:00,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,4921,SUBURBAN TRACKS ST,53, , ,4921,SUBURBAN TRACKS,888498,1027246
15-008712,2015-04,02/24/2015 13:46,Y, , ,1, , 41201,3,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,2846,MCNAIR AVE,22, , ,2866,WISCONSIN,900210.3,1007710
15-008712,2015-04,02/24/2015 13:46,Y, , ,1, , 41201,3,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,2846,MCNAIR AVE,22, , ,2866,WISCONSIN,900210.3,1007710
15-008759,2015-04,02/19/2015 13:30, , , ,-1, , 51122,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,1013,11TH,35, , ,1013,11TH,0,0
