MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2009-08,01/01/1995 00:01,Y, , ,1,121000,9,EMBEZZLEMENT-VALUE OVER $150,505,S EWING AVE,37, , ,505,EWING,899332.6,1017631
2009-08,01/01/2005 10:06,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,4018,WINNEBAGO ST,15, ,APT A,4018,WINNEBAGO,890047.3,1004174
2009-08,01/01/2006 12:15,Y, , ,1,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4948,BONITA AVE,6, , ,4948,BONITA,881310.2,997654.6
2009-08,01/01/2007 00:01,Y, , ,1,172310,3,SEX OFFNS-STATUATORY SODOMY/SECOND,3100,ARSENAL ST,25, , ,3100,ARSENAL,896027.4,1008148
2009-08,01/01/2007 08:00,Y, , ,1, 69602,6,"LARCENY-ALL OTHER $500 - $24,999",601,E RED BUD AVE,79,SHAPIRO SALES, ,601,RED BUD,902621.4,1037716
2009-08,01/01/2008 00:01,Y, , ,1, 91123,7,SIMPLE ASSAULT-CHILD/NO INJURY,1333,ARLINGTON AVE,78, , ,1333,ARLINGTON,884732.2,1030395
2009-08,01/01/2008 09:24,Y, , ,1,172100,3,SEX OFFNS-SODOMY/FORCIBLE,2600,TENNESSEE AVE,25, , ,2600,TENNESSEE,895009.6,1009870
2009-08,01/01/2009 10:06,Y, , ,1, 67701,1,LARCENY-FROM BUILDING UNDER $500,5516,GRACE AVE,3, , ,5516,GRACE,890402,996407.4
2009-08,01/09/2009 14:30,Y, , ,1,115100,9,FRAUD-STEALING BY DECEIT/OVER $150,3420,WASHINGTON AVE,77,NUELLE AUTO SERVICE INC, ,3420,WASHINGTON,897572.9,1021269
2009-08,01/15/2008 15:00,Y, , ,1, 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3220,N SPRING AVE,59, ,LOT,3220,SPRING,900070.1,1029070
2009-08,01/15/2009 12:35,Y, , ,1,122000,2,EMBEZZLEMENT-VALUE UNDER $150,3282,JAMIESON AVE,9,GAS MART, ,3282,JAMIESON,875303.8,1008788
2009-08,01/21/2008 00:01,Y, , ,1,179210,3,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,2000,ANN AVE,23, , ,2000,ANN,901191,1010671
2009-08,02/01/2008 00:01,Y, , ,1,171300,7,SEX OFFNS-STATUATORY RAPE/SECOND,1500,ARLINGTON AVE,50, , , ,HQ,885685.1,1032168
2009-08,02/01/2009 00:01,Y, , ,1, 23000,3,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,4300,HARTFORD ST,15, , ,4300,HARTFORD,888411.1,1008731
2009-08,02/01/2009 08:00,Y, , ,1, 67701,7,LARCENY-FROM BUILDING UNDER $500,5609,WABADA AVE,50, , ,5609,WABADA,884921,1034376
2009-08,02/01/2009 08:00,Y, , ,1, 73430,3,AUTO THEFT-OTHR VEH/PERM RETNT/JOY RIDE,1700,KOSCIUSKO ST,20, , ,1700,KOSCIUSKO,907182.6,1009715
2009-08,02/01/2009 11:48,Y, , ,1,179200,3,SEX OFFNS-CHILD MOLESTATION,3300,UTAH ST,30, , ,3300,UTAH,895048.9,1006133
2009-08,02/02/2009 07:00,Y, , ,1,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1322,DR MARTIN LUTHER KIN,36,US CANDY AND TABACCO COMPANY, ,1322,DR MARTIN LUTHER KIN,906620.8,1019955
2009-08,02/04/2009 17:24, ,Y, ,-1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5433,COLOGNE,5, , ,5433,COLOGNE,0,0
2009-08,02/05/2009 22:00, ,Y, ,-1, 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4153,TAFT,5, , ,4153,TAFT,0,0
2009-08,02/14/2009 01:30, ,Y, ,-1, 64701,2,LARCENY-FROM MTR VEH UNDER $500,6533,CLIFTON HILLS,11,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,6533,CLIFTON HILLS,0,0
