Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-032313,2015-06,01/01/2008 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8505,N BROADWAY,74, , ,8505,BROADWAY,897286.1,1050103
15-026157,2015-06,01/01/2015 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,3800,SAINT LOUIS AVE,59, , ,4800,HAMMETT,0,0
15-028812,2015-06,01/01/2015 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4621,LEE AVE,69, , ,4621,LEE,894902.8,1035421
15-028886,2015-06,01/01/2015 15:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",3833,NEBRASKA AVE,16, , ,3833,NEBRASKA,896152.8,1002316
15-022968,2015-06,01/01/2015 17:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2711,ARMAND PL,24, , ,2711,ARMAND,898754.3,1010739
15-000302,2015-06,01/02/2015 03:00,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,8626,PARK LN,73, , ,8612,HALLS FERRY,892403.9,1049786
15-000574,2015-06,01/04/2015 20:00, , , ,-1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4249,RED BUD,68, , ,4249,RED BUD,0,0
15-032175,2015-06,01/05/2015 00:01,Y, , ,1, ,171300,6,SEX OFFNS-STATUATORY RAPE/SECOND,2100,E JOHN AVE,66, , , , ,0,0
15-028418,2015-06,01/06/2010 12:00,Y, , ,1, ,179210,3,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,3000,CALIFORNIA AVE,30, , ,3000,CALIFORNIA,0,0
15-028608,2015-06,01/06/2015 12:00,Y, , ,1, ,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1131,WASHINGTON AVE,35, , ,1131,WASHINGTON,907214,1018987
15-029004,2015-06,01/11/2015 11:56,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,CLARA AVE,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1522,CLARA,884468.8,1033073
15-029005,2015-06,01/11/2015 13:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,CLARA AVE,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1522,CLARA,884468.8,1033073
15-028282,2015-06,01/13/2015 00:01,Y, , ,1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,3862,LINCOLN AVE,59, , ,3862,LINCOLN,897848.3,1027684
15-029006,2015-06,01/16/2015 11:33,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,CLARA AVE,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1522,CLARA,884468.8,1033073
15-029007,2015-06,01/19/2015 20:33,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,CLARA AVE,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1522,CLARA,884468.8,1033073
15-030086,2015-06,01/21/2015 00:01,Y, , ,1, ,101000,4,FORGERY,2825,N BROADWAY,64, ,@EAST COAST LOUNGE,2825,BROADWAY,908315.6,1027088
15-003553,2015-06,01/22/2015 22:15, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3520,NATURAL BRIDGE,59, ,: APT A,4337,STRODTMAN,0,0
15-031420,2015-06,01/25/2014 14:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3740,S GRAND BLVD,19, , ,4657,LEONA,893414.1,1003333
15-027362,2015-06,02/01/2011 12:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3441,SHENANDOAH AVE,25, , ,3441,SHENANDOAH,895152.3,1010965
15-027481,2015-06,02/01/2015 00:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5700,GOODFELLOW PL,50, , ,5700,GOODFELLOW,0,0
15-027040,2015-06,02/01/2015 08:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2840,WISCONSIN AVE,22, , ,2840,WISCONSIN,900534.4,1007647
15-029565,2015-06,02/01/2015 09:34,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5527,WINONA AVE,7, , ,5527,WINONA,881179.6,1004455
15-029611,2015-06,02/01/2015 12:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",3632,PHILLIPS PL,15, , ,3632,PHILLIPS,892923.9,1003469
15-030764,2015-06,02/05/2014 12:45,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3920,LOUGHBOROUGH AVE,4, , ,3920,LOUGHBOROUGH,885909.6,993604
15-028197,2015-06,02/07/2004 00:01,Y, , ,1, ,171200,5,SEX OFFNS-STATUATORY RAPE/FIRST,5200,KENSINGTON AVE,51, , ,5200,KENSINGTON,0,0
15-028150,2015-06,02/08/2015 15:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,7232,STOLLE ST,4, , ,7232,STOLLE,880015.9,993893.7
15-006590,2015-06,02/10/2015 14:10, , , ,-1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3500,PRAIRIE,59,BEAUMONT HIGH SCHOOL,EAST SIDE,3836,NATURAL BRIDGE,0,0
15-006973,2015-06,02/12/2015 18:45,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3012,TEXAS AVE,30, ,REAR,3012,TEXAS,898804.8,1007406
15-030859,2015-06,02/14/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-028229,2015-06,02/16/2015 12:45,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2801,MARKET ST,37,WELLS FARGO, ,2801,MARKET,900949.3,1018808
15-007559,2015-06,02/16/2015 16:25,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,4215,MARGARETTA,68, ,2ND FLOOR,4215,MARGARETTA,0,0
15-007611,2015-06,02/17/2015 08:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3989,MERAMEC,16, ,CAR WARM UP,3989,MERAMEC,0,0
15-029008,2015-06,02/18/2015 07:45,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,CLARA AVE,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1522,CLARA,884468.8,1033073
15-027300,2015-06,02/20/2015 16:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,MANCHESTER AVE / MCCAUSLAND AV,10, , ,3624,BROADWAY,874857.4,1013399
15-026815,2015-06,02/21/2015 19:22,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1108,SARAH,58, ,BUSINESS,1108,SARAH,0,0
15-027384,2015-06,02/22/2015 12:56,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4221,SHAW BLVD,27, , ,4221,SHAW,890482.7,1013420
15-029009,2015-06,02/23/2015 09:22,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,CLARA AVE,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1522,CLARA,884468.8,1033073
15-009141,2015-06,02/27/2015 18:13,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,4119,FARLIN AVE,68, , ,4119,FARLIN,898071.4,1032863
15-032304,2015-06,03/01/2007 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4023,W FLORISSANT AVE,68, , ,4023,FLORISSANT,900540.9,1034322
15-030865,2015-06,03/01/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-030018,2015-06,03/01/2015 13:20,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6011,MINNESOTA AVE,1, , ,6011,MINNESOTA,892509.1,992880.9
15-027010,2015-06,03/01/2015 13:48,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,6218,SUNSHINE DR,8, , ,6218,SUNSHINE,877624.4,997356.1
15-028379,2015-06,03/07/2015 09:38,Y, , ,1, ,121000,5,EMBEZZLEMENT-VALUE OVER $150,4956,DELMAR BLVD,38,DOLLAR GENERAL, ,4956,DELMAR,888111,1026049
15-010802,2015-06,03/09/2015 19:00, , , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4550,MCPHERSON,38, , ,4550,MCPHERSON,0,0
15-010802,2015-06,03/09/2015 19:00, , , ,-1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4550,MCPHERSON,38, , ,4550,MCPHERSON,0,0
15-025904,2015-06,03/11/2015 12:00,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,3028,FRANKLIN AVE,59, , ,3028,FRANKLIN,899902.5,1021728
15-030276,2015-06,03/12/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1531,CARR,0,0
15-011253,2015-06,03/12/2015 17:34, , , ,-1, ,265321,4,LEAVING SCENE OF ACCIDENT, ,70 EASTBOUND,65, , ,527,GRAND,0,0
15-029519,2015-06,03/13/2013 05:00,Y, , ,1, ,179200,3,SEX OFFNS-CHILD MOLESTATION,3500,CALIFORNIA AVE,19, , ,3500,CALIFORNIA,0,0
15-027961,2015-06,03/16/2015 00:01,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,1846,N 18TH ST,60, , ,1846,18TH,906010.1,1024173
15-029582,2015-06,03/16/2015 17:48,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6417,HAMPTON AVE,8, , ,6417,HAMPTON,878819.9,998201.8
15-029010,2015-06,03/18/2015 10:18,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,CLARA AVE,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,1522,CLARA,884468.8,1033073
15-012391,2015-06,03/18/2015 21:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1529,LASALLE LN,33,LASALLE HOUSING COMPLEX, ,1529,LASALLE,904006.9,1014252
15-012569,2015-06,03/19/2015 20:30,Y, , ,1, , 42014,1,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,4043,GILES AVE,16, , ,4043,GILES,892141.6,1001722
15-028779,2015-06,03/20/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-030960,2015-06,03/20/2015 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,7066,PERNOD AVE,9, , ,7066,PERNOD,873352.9,1006856
15-012880,2015-06,03/20/2015 12:00, , , ,-1, , 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3170,LEOLA,9, , ,3170,LEOLA,0,0
15-012661,2015-06,03/20/2015 12:30,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,2161,E FAIR AVE,68,RONALD L JONES FUNERAL CHAPEL, ,5855,WOODLAND,899905.6,1034996
