MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2012-08,01/01/2012 00:01,Y, , ,1, 52312,8,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4235,KENNERLY AVE,57,TURNER BRANCH SCHOOL, ,4235,KENNERLY,895650.3,1029305
2012-08,01/01/2012 00:01,Y, , ,1, 21000,9,RAPE -- FORCIBLE,3400,LOCUST ST,77, , ,3400,LOCUST,897554.9,1021126
2012-08,01/01/2012 00:01,Y, , ,1, 21000,1,RAPE -- FORCIBLE,3400,DUNNICA AVE,16, , ,3400,DUNNICA,893935.1,1002813
2012-08,01/01/2012 00:01,Y, , ,1, 21000,3,RAPE -- FORCIBLE,4300,HUMPHREY ST,15, , ,4300,HUMPHREY,887741.4,1007352
2012-08,01/14/2011 21:08, ,Y, ,-1, 71013,9,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1465,GRAND,29,CARDINAL GLENNON HOSPITAL,SOUTH PARKING LOT,1465,GRAND,0,0
2012-08,01/14/2012 11:37,Y, , ,1,266999,8,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4620,NEWBERRY TER,54, , ,4620,NEWBERRY,890852.8,1027709
2012-08,01/14/2012 16:00,Y, , ,1, 52322,4,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,1335,CONVENTION PZ,36, ,STORAGE #005,1335,CONVENTION,906642.1,1019670
2012-08,01/16/2012 13:59,Y, , ,1,264100,8,HEALTH-SANITATION VIOL,4237,EVANS,58, , ,4237,EVANS,0,0
2012-08,01/30/2012 11:00,Y, , ,1, 69602,9,"LARCENY-ALL OTHER $500 - $24,999",3045,JAMES COOL PAPA BELL,59, , ,3045,JAMES COOL PAPA BELL,899717.8,1023142
2012-08,02/03/2012 13:50,Y, , ,1,264100,6,HEALTH-SANITATION VIOL,867,MCLARAN AVE,74, , ,867,MCLARAN,896555.4,1049457
