MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2009-02,01/01/2008 19:47,Y, , ,1,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,3163,WATSON RD,9, , ,3163,WATSON,878812.7,1009486
2009-02,01/01/2008 20:15,Y, , ,1,179210,1,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,5500,CHRISTY AVE,5, , ,5500,CHRISTY,884477.3,999474.6
2009-02,01/01/2009 00:30,Y, , ,1,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3217,POTOMAC ST,19, , ,3217,POTOMAC,895122.1,1004965
2009-02,01/01/2009 08:00,Y, , ,1, 65701,4,LARCENY-MTR VEH PARTS UNDER $500,100,S 9TH ST,35,STADIUM WEST PARKING GARAGE,INTERPARK PARKING GARAGE,0,S 9TH,0,0
2009-02,01/01/2009 09:00,Y, , ,1,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3956,BURGEN AVE,3, , ,3956,BURGEN,887906.6,997049.8
2009-02,01/01/2009 10:00,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,4016,DE TONTY ST,27, ,ALIAS 4016 DETONTY,4016,DETONTY,892323.3,1013550
2009-02,01/01/2009 18:00, , ,Y,1, 63701,6,LARCENY-SHOPLIFT UNDER $500,8971,HALLS FERRY RD,74,FAMILY DOLLAR, ,8971,HALLS FERRY RD,894664.5,1051378
2009-02,01/01/2009 18:00, , ,Y,-1, 67701,6,LARCENY-FROM BUILDING UNDER $500,8971,HALLS FERRY RD,74,FAMILY DOLLAR, ,8971,HALLS FERRY RD,894664.5,1051378
2009-02,01/01/2009 22:00,Y, , ,1, 65701,3,LARCENY-MTR VEH PARTS UNDER $500,4139,CASTLEMAN AVE,27, , ,4139,CASTLEMAN,891479.4,1012981
2009-02,01/02/2009 08:00,Y, , ,1, 67701,2,LARCENY-FROM BUILDING UNDER $500,6623,WINONA AVE,9, , ,6623,WINONA,875853.9,1005124
2009-02,01/02/2009 10:00,Y, , ,1, 67701,7,LARCENY-FROM BUILDING UNDER $500,5923,JULIAN AVE,48, , ,5923,JULIAN,880863.5,1032064
2009-02,01/02/2009 13:00,Y, , ,1, 65701,1,LARCENY-MTR VEH PARTS UNDER $500,9999,UNKNOWN,0, , ,9999,UNKNOWN,0,0
2009-02,01/02/2009 15:15,Y, , ,1, 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7846,TENNESSEE PL,1, , ,7846,TENNESSEE PL,886323.5,989534.2
2009-02,01/05/2009 00:01,Y, , ,1,242000,8,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,4615,MCMILLAN AVE,54, , ,4615,MCMILLAN,890354.3,1027090
2009-02,01/05/2009 08:00,Y, , ,1,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1621,NORTH 1ST ST,64,ST. LOUIS COMMUNITY RELEASE CENTER, ,1621,N 1ST,0,0
2009-02,01/05/2009 09:20,Y, , ,1, 65701,7,LARCENY-MTR VEH PARTS UNDER $500,5127,DELMAR BLVD,51, , ,5127,DELMAR,886397.9,1026484
2009-02,01/05/2009 12:40,Y, , ,1, 53322,2,BURGLARY-OTHR NONRES/UNK TIM/UNLAW ENT/UNOCCUP,2828,CLIFTON AVE,11, ,OCCUPIED SINGLE FAMILY DWELLING,2828,CLIFTON,879568.5,1011282
2009-02,01/05/2009 17:00,Y, , ,1, 69702,3,LARCENY-ALL OTHER UNDER $500,0,UNKNOWN,0, , ,9999,UNKNOWN,0,0
