Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
14-007012,2014-02,1/1/2006 0:01,Y, , ,1, ,179210,6,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,4500,ANDERSON AVE,69, , ,4500,ANDERSON,896171.1,1035596
14-005779,2014-02,1/1/2011 11:09,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,1227,ST LOUIS AVE,63,JAYMAR COMPANIES, ,1227,ST LOUIS,906927.4,1026372
14-006196,2014-02,1/1/2011 13:14,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1302,S 10TH ST,34, , ,1302,10TH,905785.9,1013146
14-004939,2014-02,1/1/2012 0:01,Y, , ,1, , 91124,2,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",4400,GIBSON AVE,39, , ,4400,GIBSON,889207.4,1017880
14-004939,2014-02,1/1/2012 0:01,Y, , ,1, , 91124,2,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",4400,GIBSON AVE,39, , ,4400,GIBSON,889207.4,1017880
14-004939,2014-02,1/1/2012 0:01,Y, , ,1, , 91124,2,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",4400,GIBSON AVE,39, , ,4400,GIBSON,889207.4,1017880
14-007003,2014-02,1/1/2012 0:01,Y, , ,1, ,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,3900,SAINT LOUIS AVE,56, , ,3500,NEWSTEAD,898114.6,1028696
14-007895,2014-02,1/1/2013 0:01,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3800,INDIANA AVE,18, , ,3800,INDIANA,898638.9,1001993
14-005243,2014-02,1/1/2014 0:01,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4451,S SPRING AVE,16, , ,4451,SPRING,890940.7,1000208
14-005261,2014-02,1/1/2014 1:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5610,ENRIGHT AVE,48, , ,5610,ENRIGHT,882444.8,1027397
14-007273,2014-02,1/1/2014 11:52,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,919,N JEFFERSON AVE,59, ,@CENTRAL PATROL DIVISION,919,JEFFERSON,902219.7,1021301
14-008344,2014-02,1/1/2014 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4315,WESTMINSTER PL,38, , ,4315,WESTMINSTER,891776.8,1023756
14-005731,2014-02,1/1/2014 17:25,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3865,GRAVOIS AVE,15, ,@NATIONAL CITY BANK- GRAVOIS,3865,GRAVOIS,891583.8,1004871
14-005070,2014-02,1/1/2014 20:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-006001,2014-02,1/1/2014 4:35,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3427,S KINGSHIGHWAY BLV,14, ,@UNCLE BILLS PANCAKE HOUSE,3427,KINGSHIGHWAY,885597.1,1006290
14-008352,2014-02,1/1/2014 8:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5384,WELLS AVE,78, , ,5384,WELLS,885495.3,1031291
14-008336,2014-02,1/10/2014 12:00,Y, , ,1, ,112020,0,FRAUD-CREDIT DEVICE/UNDER $150,9999,UNKNOWN,0, , ,4894,MARGARETTA,0,0
14-007811,2014-02,1/10/2014 19:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7856,COSTA PL,1, ,SOUTHWEST CROSSING APARTMENTS,7856,COSTA,886381.8,989446.7
14-007553,2014-02,1/10/2014 8:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,3764,DUNNICA AVE,16, , ,3764,DUNNICA,891837.9,1002877
14-008156,2014-02,1/12/2013 10:35,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,665,S SKINKER BLVD,45, , ,665,SKINKER,876274.2,1020765
14-006010,2014-02,1/12/2014 16:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1422,E OBEAR AVE,66, , ,4729,DR MARTIN LUTHER KING,904116.8,1034003
14-004919,2014-02,1/13/2014 11:15,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3202,S KINGSHIGHWAY BLV,15, ,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
14-001619,2014-02,1/13/2014 13:45, , , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT, ,TOWER GROVE PARK,81, ,ON MAIN DR JUST WEST OF NORTHEAST DR, , ,0,0
14-001619,2014-02,1/13/2014 13:45, , , ,-1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP, ,TOWER GROVE PARK,81, ,ON MAIN DR JUST WEST OF NORTHEAST DR, , ,0,0
14-006329,2014-02,1/13/2014 19:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1469,LASALLE LN,33,PEABODY APTS, ,1469,LASALLE,904103.4,1014225
14-006330,2014-02,1/13/2014 23:19,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1414,MORRISON LN,33,PEABODY APTS, ,1414,MORRISON,904310.7,1013561
14-006315,2014-02,1/13/2014 8:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2845,MINNESOTA AVE,25, , ,2845,MINNESOTA,896516.9,1008816
14-006656,2014-02,1/14/2014 11:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1116,MONTGOMERY ST,63, , ,1116,MONTGOMERY,907490.1,1026102
14-005882,2014-02,1/14/2014 17:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1107,N 18TH ST,61,MURPHY PARK APTS, ,1107,18TH,904887.3,1021519
14-005866,2014-02,1/14/2014 21:20,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3858,EICHELBERGER ST,5, ,NUISANCE PROPERTY,3858,EICHELBERGER,889115.8,997761.9
14-001764,2014-02,1/14/2014 7:15, , , ,1, , 31411,5,ROBBERY-HIGHWAY  /STRNGARM/INJURY/SUCCESS,5361,PATTON,50, , , , ,0,0
14-001764,2014-02,1/14/2014 7:15, , , ,-1, , 44011,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 1ST DEGRE",5361,PATTON,50, , , , ,0,0
14-007301,2014-02,1/15/2014 14:32,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,2830,STODDARD ST,59, , ,2830,STODDARD,901024.9,1022053
14-005255,2014-02,1/15/2014 15:22,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1200,CLARK AVE,36, ,@HEADQUARTERS,1200,CLARK,905878.5,1016618
14-005395,2014-02,1/15/2014 16:30,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2117,N FLORISSANT AVE,60, , ,2117,FLORISSANT,906517,1024030
14-005879,2014-02,1/15/2014 17:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1846,OFALLON ST,61,MURPHY PARK APTS, ,1846,OFALLON,905084,1022148
14-005215,2014-02,1/16/2014 1:30,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4656,MICHIGAN AVE,17, , ,4656,MICHIGAN,894485.6,997001.8
14-005885,2014-02,1/16/2014 12:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,2631,GURNEY CT,13, , ,2631,GURNEY,886784.4,1011307
14-002204,2014-02,1/16/2014 15:00, , , ,-1, , 61701,5,LARCENY-PICKPOCKET UNDER $500,3000,KINGSHIGHWAY,55,MEMORIAL BOULEVARD CHRISTIAN CHURCH, ,2727,KINGSHIGHWAY,0,0
14-006154,2014-02,1/17/2008 9:08,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4357,NORFOLK AVE,39, , ,4357,NORFOLK,889173.6,1016576
14-007887,2014-02,1/17/2014 14:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6703,WESTWAY RD,8, , ,6703,WESTWAY,875836.8,1000115
14-002260,2014-02,1/17/2014 4:00, , , ,1, ,263120,4,OBSTRUCT GOVRN OP-FALSE REPORT, ,PAGE GRAND,77, , ,4441,RED BUD,0,0
14-002260,2014-02,1/17/2014 4:00, , , ,-1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL, ,PAGE GRAND,77, , ,4441,RED BUD,0,0
14-005878,2014-02,1/17/2014 8:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1448,MORRISON LN,33,PEABODY APTS, ,1448,MORRISON,904096.8,1013628
14-005641,2014-02,1/18/2004 21:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5536,PAGE BLVD,48, , ,5536,PAGE,883590.8,1030602
14-006336,2014-02,1/18/2014 12:00,Y, , ,1, ,101000,0,FORGERY,9999,UNKNOWN,0, , ,5712,FLOY,0,0
14-005355,2014-02,1/18/2014 13:20,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
14-004924,2014-02,1/19/2014 11:40,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
14-004749,2014-02,1/19/2014 13:05,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3865,GRAVOIS AVE,15, ,@NATIONAL CITY BANK- GRAVOIS,3865,GRAVOIS,891583.8,1004871
14-003463,2014-02,1/19/2014 7:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1527,DICK GREGORY PL,56, , ,1527,DICK GREGORY,890886.8,1029448
14-005343,2014-02,1/2/2014 17:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-007399,2014-02,1/2/2014 8:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4709,ALLEMANIA ST,4, , ,4709,ALLEMANIA,880283.1,993896.6
14-004655,2014-02,1/20/2014 11:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",501,N 4TH ST,35, , ,400,WASHINGTON,909525.1,1018034
14-005906,2014-02,1/20/2014 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4818,GREER AVE,55, , ,4818,GREER,891519.3,1033096
14-007170,2014-02,1/20/2014 12:00,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,4930,CHRISTY BLVD,5, ,@FAMILY DOLLAR,4930,CHRISTY,884082.3,1001677
14-005221,2014-02,1/20/2014 13:45,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1109,WALTON AVE,53, , ,1109,WALTON,889584.4,1027609
14-005656,2014-02,1/20/2014 16:40,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1206,N 11TH ST,62,LASALLE HOUSING, ,1206,11TH,907889.4,1020957
14-005656,2014-02,1/20/2014 16:40, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1206,N 11TH ST,62,LASALLE HOUSING, ,1206,11TH,907889.4,1020957
14-007013,2014-02,1/20/2014 18:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,5252,BISCHOFF AVE,12, , ,5252,BISCHOFF,884501.1,1012739
14-005173,2014-02,1/20/2014 19:26,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4101,GRAVOIS AVE,16,QUIKTRIP #636, ,4101,GRAVOIS,889849,1003566
14-005200,2014-02,1/20/2014 19:35,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3528,CLARENCE AVE,56, , ,3528,CLARENCE,895770.3,1032007
14-005112,2014-02,1/21/2014 15:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,3524,CORA AVE,56, , ,3524,CORA,893500.4,1033209
14-002916,2014-02,1/21/2014 15:05, , , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,4127,GRAND,67, ,: @SCHNUCKS - GRAND AND KOSSUTH,4127,GRAND,0,0
14-002916,2014-02,1/21/2014 15:05, , , ,-1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4127,GRAND,67, ,: @SCHNUCKS - GRAND AND KOSSUTH,4127,GRAND,0,0
14-005345,2014-02,1/21/2014 17:35,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
14-007168,2014-02,1/22/2014 12:48,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,6043,GARESCHE AVE,76, , ,6043,GARESCHE,889648.8,1045244
14-004835,2014-02,1/22/2014 13:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,1026,HORNSBY AVE,74, , ,1026,HORNSBY,896071.9,1050619
14-003097,2014-02,1/22/2014 20:43,Y, , ,1, , 36111,3,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,3626,S GRAND BLVD,19,WING STOP, ,3626,GRAND,893528.8,1004179
14-007613,2014-02,1/23/2014 12:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",620,COURTOIS ST,2, , ,620,COURTOIS,887527.6,988857.3
14-005118,2014-02,1/24/2014 0:01,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,1111,HODIAMONT AVE,48, , ,4014,UNION,879216.3,1030731
14-008106,2014-02,1/24/2014 10:30,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5729,SALOMA AVE,72, , ,5729,SALOMA,889755.7,1042950
14-005075,2014-02,1/24/2014 12:00,Y, , ,1, ,263210,3,OBSTRUCT GOVRN OP-JUDIC/TMPR WTH WITNESS,3161,CALIFORNIA AVE,30, , ,3161,CALIFORNIA,897535.9,1006794
14-005111,2014-02,1/24/2014 12:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,1371,HAMILTON AVE,78,ST AUGUSTINE CHURCH, ,1371,HAMILTON,881512.3,1032995
14-005133,2014-02,1/24/2014 16:21,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4222,ARSENAL ST,15, ,1ST FL,4222,ARSENAL,889140.7,1008891
14-005231,2014-02,1/24/2014 19:20,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3739,DUNNICA AVE,16, , ,3739,DUNNICA,892139.4,1003057
14-004898,2014-02,1/24/2014 7:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4128,MIAMI ST,15, , ,4128,MIAMI,889417.9,1004905
14-004489,2014-02,1/25/2014 11:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4823,LEDUC ST,55, , ,4823,LEDUC,890237.5,1030843
14-003488,2014-02,1/25/2014 11:01, , , ,-1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5257,NORTHLAND,52, , ,5257,NORTHLAND,0,0
14-005508,2014-02,1/25/2014 13:02,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4105,VIRGINIA AVE,16, , ,4105,VIRGINIA,894258.6,1000917
14-003571,2014-02,1/25/2014 16:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4815,CUPPLES PL,55, , ,4815,CUPPLES,890768,1031702
14-005237,2014-02,1/25/2014 16:30,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3200,SHENANDOAH AVE,25, ,@BAR- VAN GOGHZ MARTINI BAR,3200,SHENANDOAH,896172.9,1010652
14-005873,2014-02,1/25/2014 23:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,PEABODY CT,33,CLINTON-PEABODY APTS, ,919,JEFFERSON,904203.9,1013767
14-005244,2014-02,1/25/2014 5:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4556,SHENANDOAH AVE,13,UNOCCUPIED RESIDENCE, ,4556,SHENANDOAH,887483.2,1011785
14-005877,2014-02,1/25/2014 5:25,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1933,CARR DR,61,MURPHY PARK APTS, ,1933,CARR,904440.9,1021449
14-005918,2014-02,1/26/2014 0:55,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4448,FARLIN AVE,69, , ,4448,FARLIN,895570.9,1034068
14-003525,2014-02,1/26/2014 0:58,Y, , ,1, , 81000,3,ARSON-1ST DEGREE/SUCCESS,3421,CALIFORNIA AVE,19, , ,3421,CALIFORNIA,897449.3,1005159
14-006433,2014-02,1/26/2014 12:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N BROADWAY / PINE,35, , ,100,BROADWAY,908981,1017323
14-003605,2014-02,1/26/2014 16:50,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5718,VERNON,48, , ,5718,VERNON,0,0
14-003605,2014-02,1/26/2014 16:50,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5718,VERNON,48, , ,5718,VERNON,0,0
14-003616,2014-02,1/26/2014 17:30, , , ,1, , 44012,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",1324,LASALLE,33, , , , ,0,0
14-003616,2014-02,1/26/2014 17:30, , , ,-1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1324,LASALLE,33, , , , ,0,0
14-005687,2014-02,1/26/2014 8:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3817,INDIANA AVE,18, , ,3817,INDIANA,898485.2,1002144
14-005203,2014-02,1/26/2014 9:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4911,MAFFITT PL,55, , ,4911,MAFFITT,890420.4,1032562
14-004678,2014-02,1/27/2014 10:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1212,N 8TH ST,62, ,APT C,1212,8TH,908868.4,1020743
14-008301,2014-02,1/27/2014 10:10,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,2310,MCCAUSLAND AVE,10, ,@WALGREENS - MCCAUSLAND AND MANCHESTER,2310,MCCAUSLAND,874938.3,1013267
14-003698,2014-02,1/27/2014 10:17,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5251,PAULIAN PL,52, ,RESIDENCE/HOME,5251,PAULIAN,886877.6,1031616
14-007239,2014-02,1/27/2014 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6328,WINDHAM AVE,70, , ,6328,WINDHAM,886996.6,1043707
14-007981,2014-02,1/27/2014 14:14,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5119,WELLS AVE,51,NUISANCE ABATEMENT PROPERTY, ,5119,WELLS,887059.6,1030674
14-005765,2014-02,1/27/2014 14:14,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5119,WELLS AVE,51, ,NUISANCE ABATEMENT PROPERTY,5119,WELLS,887059.6,1030674
