MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2010-01,01/01/2003 15:00,Y, , ,1,172300,5,SEX OFFNS-STATUATORY SODOMY/FIRST,1400,PENROSE ST,65, , , , ,905013.9,1031774
2010-01,01/01/2005 08:00,Y, , ,1, 23000,5,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,2800,MONTGOMERY ST,59, , ,2800,MONTGOMERY,901060.3,1026457
2010-01,01/01/2007 08:00,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3008,MAGNOLIA AVE,25, , ,3008,MAGNOLIA,896867.1,1009094
2010-01,01/01/2009 08:00,Y, , ,1, 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4752,LOUISIANA AVE,16, , ,4752,LOUISIANA,892262.1,997227.7
2010-01,01/01/2009 09:27,Y, , ,1,179210,6,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,5400,ARLINGTON AVE,71, , ,5400,ARLINGTON,893373,1041773
2010-01,01/01/2009 19:00,Y, , ,1, 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4964,DAVISON AVE,72, , ,4964,DAVISON,891009.9,1041305
2010-01,01/01/2009 21:00,Y, , ,1,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3745,MERAMEC ST,16, , ,3745,MERAMEC,892383.9,1001176
2010-01,01/01/2010 00:00,Y, , ,1, 64701,1,LARCENY-FROM MTR VEH UNDER $500,4450,GRAVOIS AVE,5,TOP TIN TOWING, ,4450,GRAVOIS,888365.2,1001966
2010-01,01/01/2010 00:01,Y, , ,1,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2850,SHENANDOAH AVE,24, , ,2850,SHENANDOAH,897663.1,1010392
2010-01,01/01/2010 00:01,Y, , ,1, 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1317,WASHINGTON AVE,36,THE SIDEBAR, ,1317,WASHINGTON,906240.7,1019290
2010-01,01/01/2010 00:01,Y, , ,1, 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3652,S JEFFERSON AVE,18,GERMAN CULTURAL SOCIETY, , , ,898580.3,1003136
