MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2009-07,01/01/2001 00:01,Y, , ,1,172100,3,SEX OFFNS-SODOMY/FORCIBLE,3400,MINNESOTA AVE,19, , ,3400,MINNESOTA,896084.9,1004925
2009-07,01/01/2005 00:01,Y, , ,1,204100,7,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3011,ABNER PL,50, , ,3011,ABNER,887893.8,1035249
2009-07,01/01/2007 00:01,Y, , ,1, 21000,6,RAPE -- FORCIBLE,1000,VERONICA AVE,74, , ,1200,CLARK,896208.7,1050461
2009-07,01/01/2008 08:00,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1048,GEYER AVE,21, , ,1048,GEYER,903747.1,1010724
2009-07,01/01/2009 07:00,Y, , ,1, 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1130,HAMPTON AVE,41,SALVATION ARMY, ,1130,HAMPTON,881256.1,1017692
2009-07,01/14/2009 11:50,Y, , ,1, 91113,7,SIMPLE ASSAULT-ADULT/NO INJURY,6176,DELMAR BLVD,46, , ,6176,DELMAR,877647.3,1027435
2009-07,01/15/2009 12:00,Y, , ,1, 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5651,BANCROFT AVE,7, , ,5651,BANCROFT,880389.2,1004220
2009-07,01/22/2009 14:55,Y, , ,1, 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4040,GRAVOIS AVE,15, , ,4040,GRAVOIS,890553.6,1003763
2009-07,01/26/2008 18:29,Y, , ,1,111110,2,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,3215,IVANHOE AVE,9,BABES TAVERN, ,3215,IVANHOE,876198.5,1009324
2009-07,02/01/2009 12:00,Y, , ,1,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5951,ALPHA AVE,73, , ,5951,ALPHA,891423.9,1048742
