MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2012-03,01/01/2009 09:00,Y, , ,1,115400,8,STLG BY DECEIT/IDENTITY THEFT REPORT,4609,LABADIE AVE,56,RESIDENCE,MULTI-FAMILY,4609,LABADIE,893038.4,1032055
2012-03,01/01/2011 12:43,Y, , ,1,121000,5,EMBEZZLEMENT-VALUE OVER $150,1227,SAINT LOUIS AVE,63,JAYMAR COMPANIES,ALIAS 1227 ST LOUIS,1227,SAINT LOUIS,907276.4,1026434
2012-03,01/01/2012 07:00,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3315,OREGON AVE,30, , ,1200,CLARK,897029.5,1005730
2012-03,01/01/2012 08:00,Y, , ,1,115400,9,STLG BY DECEIT/IDENTITY THEFT REPORT,4438,ARCO AVE,39, , ,4438,ARCO,888764.6,1017661
2012-03,01/01/2012 08:00,Y, , ,1, 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2911,IOWA AVE,30, , ,2911,IOWA,898062.3,1008014
2012-03,01/01/2012 08:28,Y, , ,1,121000,2,EMBEZZLEMENT-VALUE OVER $150,4201,S KINGSHIGHWAY BLVD,7, ,@JACK IN THE BOX - S KINGSHIGHWAY,4201,KINGSHIGHWAY,884846.4,1004223
2012-03,01/01/2012 12:00,Y, , ,1, 69603,1,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",4236,S BROADWAY,17, , ,4236,SOUTH BROADWAY,0,0
2012-03,01/01/2012 12:00,Y, , ,1, 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4330,SOUTH BROADWAY,17, , ,4330,SOUTH BROADWAY,0,0
2012-03,01/02/2012 02:20,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1326,N 8TH ST,62,CAMBRIDGE HEIGHTS, ,1326,8TH,909179.7,1021857
2012-03,01/02/2012 19:00, , ,Y,1,182130,2,DRUGS-POSSESSION/HEROIN,1915,SUBLETTE,12, , ,1915,SUBLETTE,0,0
2012-03,01/02/2012 19:00, , ,Y,-1,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1915,SUBLETTE,12, , ,1915,SUBLETTE,0,0
2012-03,01/05/2012 18:00,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,914,CASS AVE,62,COCHRAN APTS, ,914,CASS,908852.6,1022104
2012-03,01/08/2012 00:01,Y, , ,1, 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3702,UPTON ST,4, , ,3702,UPTON,886443.4,991395.3
2012-03,01/09/2010 23:45,Y, , ,1, 95100,4,"STALKING (HARASSMENT ONLY, NO THREAT)",1000,MARKET ST,35,KSDK BUILDING, ,1001,MARKET,907010,1017089
2012-03,01/09/2012 14:12,Y, , ,1,266400,8,PUBLIC ORDER-ANIMAL VIOLATION,4844,LABADIE AVE,55, ,4844 LABADIE AVE,4844,LABADIE,891125.3,1032886
2012-03,01/10/2012 23:10,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2005,N FLORISSANT AVE,60,BP GAS STATION, ,2005,FLORISSANT,906616.2,1023739
2012-03,01/12/2012 14:17,Y, , ,1,265321,6,LEAVING SCENE OF ACCIDENT,0,HALLS FERRY RD / VER,74, , , , ,895053.8,1050518
2012-03,01/12/2012 19:00,Y, , ,1,264100,2,HEALTH-SANITATION VIOL,6337,LANSDOWNE AVE,8, , ,6337,LANSDOWNE,877818.9,1003899
2012-03,01/13/2012 19:00, , ,Y,1,263141,5,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,4243,COLLEGE,67, ,CITY STREET,4243,COLLEGE,0,0
2012-03,01/13/2012 19:00, , ,Y,-1, 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4243,COLLEGE,67, ,CITY STREET,4243,COLLEGE,0,0
2012-03,01/14/2012 01:00,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1727,PRESERVATION PL,61, , ,1727,PRESERVATION,906189.8,1022184
2012-03,01/14/2012 09:38,Y, , ,1,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3817,UTAH PL,15, , ,3817,UTAH,892430.8,1006651
2012-03,01/15/2012 12:00,Y, , ,1, 51322,9,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3212,LAFAYETTE AVE,31, , ,3212,LAFAYETTE,896494.9,1013249
2012-03,01/15/2012 12:00,Y, , ,1, 65701,8,LARCENY-MTR VEH PARTS UNDER $500,4456,EVANS AVE,54, , ,3053,MARCUS,892168.4,1027773
2012-03,01/15/2012 22:55,Y, , ,1,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1009,N 18TH ST,61,MURPHY PARK APTS, ,1009,18TH,904822.7,1021102
2012-03,01/18/2012 00:01,Y, , ,1,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1228,BRISTOL LN,63, , ,1228,BRISTOL,907942.8,1024267
2012-03,01/18/2012 18:21,Y, , ,1, 36111,7,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,2911,N KINGSHIGHWAY BLVD,52,JACKSON HEWITT TAX SERVICE, ,2911,KINGSHIGHWAY,890004.6,1033584
